Start..s.,End..s.,Scientific.name,Common.name,Confidence,Date_Time,Site
39,42,Aegithalos caudatus,Long-tailed Tit,0.9695,20230504_091200,B113
42,45,Aegithalos caudatus,Long-tailed Tit,0.983,20230504_091200,B113
48,51,Aegithalos caudatus,Long-tailed Tit,0.904,20230504_091200,B113
51,54,Aegithalos caudatus,Long-tailed Tit,0.9828,20230504_091200,B113
54,57,Aegithalos caudatus,Long-tailed Tit,0.9812,20230504_091200,B113
57,60,Aegithalos caudatus,Long-tailed Tit,0.9702,20230504_091200,B113
57,60,Psittacula krameri,Rose-ringed Parakeet,0.8004,20230504_094200,B113
24,27,Troglodytes troglodytes,Eurasian Wren,0.8624,20230504_100600,B113
54,57,Troglodytes troglodytes,Eurasian Wren,0.8118,20230504_102400,B113
0,3,Troglodytes troglodytes,Eurasian Wren,0.8159,20230504_103600,B113
15,18,Troglodytes troglodytes,Eurasian Wren,0.8522,20230504_103600,B113
15,18,Troglodytes troglodytes,Eurasian Wren,0.8222,20230504_104800,B113
36,39,Troglodytes troglodytes,Eurasian Wren,0.8929,20230504_104800,B113
9,12,Troglodytes troglodytes,Eurasian Wren,0.8514,20230504_110000,B113
3,6,Troglodytes troglodytes,Eurasian Wren,0.8922,20230504_121200,B113
57,60,Parus major,Great Tit,0.8069,20230504_122400,B113
3,6,Psittacula krameri,Rose-ringed Parakeet,0.9102,20230504_133000,B113
45,48,Troglodytes troglodytes,Eurasian Wren,0.8065,20230504_134200,B113
39,42,Sylvia atricapilla,Eurasian Blackcap,0.8498,20230504_134800,B113
0,3,Psittacula krameri,Rose-ringed Parakeet,0.8389,20230504_151200,B113
24,27,Psittacula krameri,Rose-ringed Parakeet,0.8076,20230504_154800,B113
33,36,Troglodytes troglodytes,Eurasian Wren,0.9326,20230504_161200,B113
45,48,Troglodytes troglodytes,Eurasian Wren,0.8111,20230504_163000,B113
9,12,Erithacus rubecula,European Robin,0.8594,20230504_203000,B113
15,18,Erithacus rubecula,European Robin,0.8432,20230504_203000,B113
48,51,Erithacus rubecula,European Robin,0.8245,20230504_203600,B113
18,21,Erithacus rubecula,European Robin,0.8942,20230504_204800,B113
3,6,Erithacus rubecula,European Robin,0.9505,20230504_210000,B113
12,15,Troglodytes troglodytes,Eurasian Wren,0.9469,20230505_060600,B113
15,18,Troglodytes troglodytes,Eurasian Wren,0.9047,20230505_060600,B113
18,21,Troglodytes troglodytes,Eurasian Wren,0.896,20230505_060600,B113
24,27,Troglodytes troglodytes,Eurasian Wren,0.8214,20230505_060600,B113
27,30,Troglodytes troglodytes,Eurasian Wren,0.9595,20230505_060600,B113
30,33,Troglodytes troglodytes,Eurasian Wren,0.9659,20230505_060600,B113
48,51,Troglodytes troglodytes,Eurasian Wren,0.9638,20230505_060600,B113
39,42,Troglodytes troglodytes,Eurasian Wren,0.826,20230505_061800,B113
36,39,Erithacus rubecula,European Robin,0.87,20230505_070000,B113
48,51,Erithacus rubecula,European Robin,0.9244,20230505_070000,B113
6,9,Troglodytes troglodytes,Eurasian Wren,0.8457,20230505_073600,B113
27,30,Troglodytes troglodytes,Eurasian Wren,0.8199,20230505_074200,B113
39,42,Troglodytes troglodytes,Eurasian Wren,0.8119,20230505_074200,B113
15,18,Troglodytes troglodytes,Eurasian Wren,0.8124,20230505_080000,B113
18,21,Troglodytes troglodytes,Eurasian Wren,0.9532,20230505_080000,B113
33,36,Troglodytes troglodytes,Eurasian Wren,0.8661,20230505_080000,B113
18,21,Aegithalos caudatus,Long-tailed Tit,0.8106,20230505_083600,B113
33,36,Aegithalos caudatus,Long-tailed Tit,0.8487,20230505_083600,B113
42,45,Troglodytes troglodytes,Eurasian Wren,0.941,20230505_091200,B113
42,45,Erithacus rubecula,European Robin,0.8241,20230505_092400,B113
42,45,Parus major,Great Tit,0.8625,20230505_093600,B113
6,9,Troglodytes troglodytes,Eurasian Wren,0.9377,20230505_102400,B113
9,12,Troglodytes troglodytes,Eurasian Wren,0.9267,20230505_102400,B113
24,27,Troglodytes troglodytes,Eurasian Wren,0.8842,20230505_104800,B113
27,30,Troglodytes troglodytes,Eurasian Wren,0.851,20230505_105400,B113
42,45,Troglodytes troglodytes,Eurasian Wren,0.8207,20230505_114800,B113
12,15,Aegithalos caudatus,Long-tailed Tit,0.9086,20230505_120000,B113
27,30,Aegithalos caudatus,Long-tailed Tit,0.8596,20230505_120000,B113
33,36,Aegithalos caudatus,Long-tailed Tit,0.872,20230505_120000,B113
48,51,Erithacus rubecula,European Robin,0.93,20230505_121200,B113
27,30,Aegithalos caudatus,Long-tailed Tit,0.8083,20230505_131800,B113
33,36,Troglodytes troglodytes,Eurasian Wren,0.84,20230505_142400,B113
30,33,Erithacus rubecula,European Robin,0.826,20230505_150600,B113
36,39,Erithacus rubecula,European Robin,0.8026,20230505_150600,B113
0,3,Troglodytes troglodytes,Eurasian Wren,0.9898,20230505_181800,B113
12,15,Troglodytes troglodytes,Eurasian Wren,0.9909,20230505_181800,B113
21,24,Troglodytes troglodytes,Eurasian Wren,0.806,20230505_181800,B113
24,27,Troglodytes troglodytes,Eurasian Wren,0.9618,20230505_181800,B113
27,30,Troglodytes troglodytes,Eurasian Wren,0.9461,20230505_181800,B113
36,39,Troglodytes troglodytes,Eurasian Wren,0.9175,20230505_181800,B113
39,42,Troglodytes troglodytes,Eurasian Wren,0.9047,20230505_181800,B113
54,57,Troglodytes troglodytes,Eurasian Wren,0.892,20230505_181800,B113
57,60,Troglodytes troglodytes,Eurasian Wren,0.9323,20230505_181800,B113
24,27,Chloris chloris,European Greenfinch,0.8147,20230505_183000,B113
15,18,Troglodytes troglodytes,Eurasian Wren,0.8216,20230506_053600,B113
36,39,Troglodytes troglodytes,Eurasian Wren,0.8026,20230506_061200,B113
45,48,Regulus ignicapilla,Common Firecrest,0.8415,20230506_063600,B113
3,6,Dendrocopos major,Great Spotted Woodpecker,0.843,20230506_070000,B113
6,9,Dendrocopos major,Great Spotted Woodpecker,0.8359,20230506_070000,B113
9,12,Dendrocopos major,Great Spotted Woodpecker,0.8978,20230506_070000,B113
12,15,Dendrocopos major,Great Spotted Woodpecker,0.8474,20230506_070000,B113
45,48,Dendrocopos major,Great Spotted Woodpecker,0.8538,20230506_070000,B113
12,15,Troglodytes troglodytes,Eurasian Wren,0.8824,20230506_081200,B113
51,54,Erithacus rubecula,European Robin,0.8189,20230506_100600,B113
48,51,Troglodytes troglodytes,Eurasian Wren,0.8009,20230506_102400,B113
42,45,Troglodytes troglodytes,Eurasian Wren,0.803,20230506_103000,B113
0,3,Cyanistes caeruleus,Eurasian Blue Tit,0.8771,20230506_113600,B113
21,24,Erithacus rubecula,European Robin,0.9729,20230506_161200,B113
54,57,Troglodytes troglodytes,Eurasian Wren,0.832,20230506_182400,B113
45,48,Sylvia atricapilla,Eurasian Blackcap,0.9854,20230506_193000,B113
57,60,Sylvia atricapilla,Eurasian Blackcap,0.8886,20230506_193000,B113
51,54,Erithacus rubecula,European Robin,0.8477,20230506_205400,B113
36,39,Troglodytes troglodytes,Eurasian Wren,0.8206,20230507_063600,B113
39,42,Troglodytes troglodytes,Eurasian Wren,0.9415,20230507_063600,B113
21,24,Sylvia atricapilla,Eurasian Blackcap,0.9048,20230507_071200,B113
0,3,Sylvia atricapilla,Eurasian Blackcap,0.8332,20230507_072400,B113
12,15,Sylvia atricapilla,Eurasian Blackcap,0.9934,20230507_083600,B113
18,21,Sylvia atricapilla,Eurasian Blackcap,0.9947,20230507_083600,B113
30,33,Sylvia atricapilla,Eurasian Blackcap,0.957,20230507_083600,B113
36,39,Sylvia atricapilla,Eurasian Blackcap,0.9929,20230507_083600,B113
42,45,Sylvia atricapilla,Eurasian Blackcap,0.9976,20230507_083600,B113
48,51,Sylvia atricapilla,Eurasian Blackcap,0.9775,20230507_083600,B113
57,60,Sylvia atricapilla,Eurasian Blackcap,0.9605,20230507_083600,B113
0,3,Troglodytes troglodytes,Eurasian Wren,0.8931,20230507_090000,B113
48,51,Dendrocopos major,Great Spotted Woodpecker,0.8412,20230507_091200,B113
51,54,Troglodytes troglodytes,Eurasian Wren,0.8505,20230507_100000,B113
54,57,Troglodytes troglodytes,Eurasian Wren,0.9354,20230507_101200,B113
48,51,Psittacula krameri,Rose-ringed Parakeet,0.8068,20230507_103000,B113
18,21,Psittacula krameri,Rose-ringed Parakeet,0.853,20230507_103600,B113
21,24,Psittacula krameri,Rose-ringed Parakeet,0.9525,20230507_103600,B113
21,24,Dendrocopos major,Great Spotted Woodpecker,0.8364,20230507_111200,B113
27,30,Dendrocopos major,Great Spotted Woodpecker,0.8933,20230507_111200,B113
0,3,Dendrocopos major,Great Spotted Woodpecker,0.8905,20230507_111800,B113
9,12,Sylvia atricapilla,Eurasian Blackcap,0.9581,20230507_113600,B113
30,33,Sylvia atricapilla,Eurasian Blackcap,0.9209,20230507_114200,B113
0,3,Erithacus rubecula,European Robin,0.913,20230507_120000,B113
15,18,Erithacus rubecula,European Robin,0.838,20230507_120000,B113
36,39,Erithacus rubecula,European Robin,0.8296,20230507_120000,B113
42,45,Erithacus rubecula,European Robin,0.816,20230507_120000,B113
27,30,Erithacus rubecula,European Robin,0.8782,20230507_121200,B113
33,36,Erithacus rubecula,European Robin,0.8746,20230507_121200,B113
42,45,Erithacus rubecula,European Robin,0.8455,20230507_121200,B113
45,48,Troglodytes troglodytes,Eurasian Wren,0.8026,20230507_121800,B113
45,48,Psittacula krameri,Rose-ringed Parakeet,0.9015,20230507_124800,B113
18,21,Dendrocopos major,Great Spotted Woodpecker,0.8898,20230507_125400,B113
21,24,Dendrocopos major,Great Spotted Woodpecker,0.9166,20230507_125400,B113
24,27,Dendrocopos major,Great Spotted Woodpecker,0.8484,20230507_125400,B113
33,36,Dendrocopos major,Great Spotted Woodpecker,0.8383,20230507_125400,B113
39,42,Dendrocopos major,Great Spotted Woodpecker,0.851,20230507_125400,B113
42,45,Dendrocopos major,Great Spotted Woodpecker,0.9014,20230507_125400,B113
57,60,Dendrocopos major,Great Spotted Woodpecker,0.8172,20230507_125400,B113
9,12,Sylvia atricapilla,Eurasian Blackcap,0.9843,20230507_130600,B113
21,24,Sylvia atricapilla,Eurasian Blackcap,0.9884,20230507_130600,B113
27,30,Dendrocopos major,Great Spotted Woodpecker,0.8787,20230507_141200,B113
48,51,Dendrocopos major,Great Spotted Woodpecker,0.8669,20230507_150000,B113
57,60,Erithacus rubecula,European Robin,0.9284,20230507_150600,B113
0,3,Dendrocopos major,Great Spotted Woodpecker,0.8942,20230507_151200,B113
3,6,Dendrocopos major,Great Spotted Woodpecker,0.9589,20230507_151200,B113
9,12,Dendrocopos major,Great Spotted Woodpecker,0.9611,20230507_151200,B113
12,15,Dendrocopos major,Great Spotted Woodpecker,0.9308,20230507_151200,B113
33,36,Dendrocopos major,Great Spotted Woodpecker,0.8592,20230507_151200,B113
24,27,Aegithalos caudatus,Long-tailed Tit,0.815,20230507_154200,B113
6,9,Sylvia atricapilla,Eurasian Blackcap,0.9127,20230507_163600,B113
6,9,Troglodytes troglodytes,Eurasian Wren,0.8967,20230507_164200,B113
15,18,Psittacula krameri,Rose-ringed Parakeet,0.9613,20230507_180600,B113
42,45,Sylvia atricapilla,Eurasian Blackcap,0.8046,20230507_181200,B113
0,3,Erithacus rubecula,European Robin,0.8216,20230507_192400,B113
45,48,Gallinula chloropus,Eurasian Moorhen,0.8011,20230508_041800,B113
48,51,Gallinula chloropus,Eurasian Moorhen,0.81,20230508_041800,B113
57,60,Turdus philomelos,Song Thrush,0.8371,20230508_043600,B113
15,18,Strix aluco,Tawny Owl,0.8809,20230508_045400,B113
42,45,Strix aluco,Tawny Owl,0.8711,20230508_045400,B113
21,24,Troglodytes troglodytes,Eurasian Wren,0.8325,20230508_052400,B113
24,27,Troglodytes troglodytes,Eurasian Wren,0.904,20230508_052400,B113
33,36,Troglodytes troglodytes,Eurasian Wren,0.9675,20230508_052400,B113
33,36,Sylvia atricapilla,Eurasian Blackcap,0.8595,20230508_072400,B113
51,54,Sylvia atricapilla,Eurasian Blackcap,0.8413,20230508_072400,B113
30,33,Troglodytes troglodytes,Eurasian Wren,0.8229,20230508_075400,B113
51,54,Psittacula krameri,Rose-ringed Parakeet,0.8121,20230508_084200,B113
30,33,Troglodytes troglodytes,Eurasian Wren,0.8971,20230508_091200,B113
36,39,Sylvia atricapilla,Eurasian Blackcap,0.8864,20230508_091800,B113
51,54,Troglodytes troglodytes,Eurasian Wren,0.8557,20230508_094800,B113
45,48,Troglodytes troglodytes,Eurasian Wren,0.8363,20230508_100600,B113
48,51,Troglodytes troglodytes,Eurasian Wren,0.829,20230508_100600,B113
33,36,Troglodytes troglodytes,Eurasian Wren,0.9707,20230508_111800,B113
36,39,Troglodytes troglodytes,Eurasian Wren,0.9251,20230508_111800,B113
39,42,Troglodytes troglodytes,Eurasian Wren,0.9598,20230508_111800,B113
48,51,Erithacus rubecula,European Robin,0.8775,20230508_112400,B113
12,15,Fringilla coelebs,Common Chaffinch,0.8742,20230508_123000,B113
54,57,Fringilla coelebs,Common Chaffinch,0.8072,20230508_123000,B113
12,15,Erithacus rubecula,European Robin,0.9254,20230508_123600,B113
39,42,Troglodytes troglodytes,Eurasian Wren,0.8622,20230508_145400,B113
51,54,Erithacus rubecula,European Robin,0.8195,20230508_160000,B113
3,6,Cettia cetti,Cetti's Warbler,0.8381,20230508_165400,B113
18,21,Turdus viscivorus,Mistle Thrush,0.9517,20230509_050000,B113
24,27,Troglodytes troglodytes,Eurasian Wren,0.8295,20230509_051800,B113
27,30,Troglodytes troglodytes,Eurasian Wren,0.8124,20230509_051800,B113
39,42,Troglodytes troglodytes,Eurasian Wren,0.9913,20230509_053600,B113
45,48,Troglodytes troglodytes,Eurasian Wren,0.9875,20230509_053600,B113
48,51,Troglodytes troglodytes,Eurasian Wren,0.9963,20230509_053600,B113
51,54,Troglodytes troglodytes,Eurasian Wren,0.9514,20230509_053600,B113
57,60,Troglodytes troglodytes,Eurasian Wren,0.9781,20230509_053600,B113
3,6,Troglodytes troglodytes,Eurasian Wren,0.9581,20230509_054200,B113
6,9,Troglodytes troglodytes,Eurasian Wren,0.9947,20230509_054200,B113
27,30,Troglodytes troglodytes,Eurasian Wren,0.8757,20230509_054200,B113
30,33,Troglodytes troglodytes,Eurasian Wren,0.9906,20230509_054200,B113
12,15,Troglodytes troglodytes,Eurasian Wren,0.9735,20230509_064800,B113
15,18,Troglodytes troglodytes,Eurasian Wren,0.9461,20230509_064800,B113
36,39,Troglodytes troglodytes,Eurasian Wren,0.8131,20230509_065400,B113
15,18,Sylvia atricapilla,Eurasian Blackcap,0.9514,20230509_070600,B113
18,21,Sylvia atricapilla,Eurasian Blackcap,0.9129,20230509_070600,B113
18,21,Troglodytes troglodytes,Eurasian Wren,0.8576,20230509_073000,B113
30,33,Troglodytes troglodytes,Eurasian Wren,0.8317,20230509_073000,B113
9,12,Troglodytes troglodytes,Eurasian Wren,0.9258,20230509_073600,B113
12,15,Troglodytes troglodytes,Eurasian Wren,0.8737,20230509_073600,B113
21,24,Troglodytes troglodytes,Eurasian Wren,0.8105,20230509_073600,B113
24,27,Troglodytes troglodytes,Eurasian Wren,0.8461,20230509_073600,B113
0,3,Troglodytes troglodytes,Eurasian Wren,0.9692,20230509_074200,B113
0,3,Erithacus rubecula,European Robin,0.8434,20230509_084200,B113
6,9,Erithacus rubecula,European Robin,0.858,20230509_084200,B113
12,15,Erithacus rubecula,European Robin,0.9386,20230509_084200,B113
18,21,Erithacus rubecula,European Robin,0.9004,20230509_084200,B113
33,36,Erithacus rubecula,European Robin,0.9407,20230509_084200,B113
39,42,Erithacus rubecula,European Robin,0.8608,20230509_084200,B113
39,42,Aegithalos caudatus,Long-tailed Tit,0.9752,20230509_085400,B113
0,3,Sylvia atricapilla,Eurasian Blackcap,0.8459,20230509_093600,B113
42,45,Sylvia atricapilla,Eurasian Blackcap,0.9516,20230509_093600,B113
54,57,Sylvia atricapilla,Eurasian Blackcap,0.966,20230509_093600,B113
57,60,Sylvia atricapilla,Eurasian Blackcap,0.8788,20230509_093600,B113
24,27,Erithacus rubecula,European Robin,0.9244,20230509_111200,B113
54,57,Erithacus rubecula,European Robin,0.8591,20230509_111200,B113
0,3,Erithacus rubecula,European Robin,0.8959,20230509_115400,B113
9,12,Erithacus rubecula,European Robin,0.8175,20230509_115400,B113
18,21,Erithacus rubecula,European Robin,0.961,20230509_115400,B113
27,30,Erithacus rubecula,European Robin,0.9747,20230509_115400,B113
42,45,Erithacus rubecula,European Robin,0.9152,20230509_115400,B113
45,48,Sylvia atricapilla,Eurasian Blackcap,0.8151,20230509_115400,B113
48,51,Erithacus rubecula,European Robin,0.9379,20230509_115400,B113
12,15,Aegithalos caudatus,Long-tailed Tit,0.8816,20230509_121200,B113
18,21,Psittacula krameri,Rose-ringed Parakeet,0.8523,20230509_132400,B113
36,39,Psittacula krameri,Rose-ringed Parakeet,0.8097,20230509_132400,B113
48,51,Psittacula krameri,Rose-ringed Parakeet,0.8413,20230509_132400,B113
3,6,Sylvia atricapilla,Eurasian Blackcap,0.9966,20230509_141800,B113
12,15,Sylvia atricapilla,Eurasian Blackcap,0.9743,20230509_141800,B113
18,21,Sylvia atricapilla,Eurasian Blackcap,0.972,20230509_141800,B113
24,27,Sylvia atricapilla,Eurasian Blackcap,0.9905,20230509_141800,B113
27,30,Sylvia atricapilla,Eurasian Blackcap,0.9426,20230509_141800,B113
45,48,Sylvia atricapilla,Eurasian Blackcap,0.9319,20230509_141800,B113
48,51,Sylvia atricapilla,Eurasian Blackcap,0.9688,20230509_141800,B113
36,39,Erithacus rubecula,European Robin,0.8833,20230509_143000,B113
42,45,Erithacus rubecula,European Robin,0.8593,20230509_143000,B113
48,51,Erithacus rubecula,European Robin,0.9415,20230509_143000,B113
3,6,Erithacus rubecula,European Robin,0.8819,20230509_162400,B113
9,12,Erithacus rubecula,European Robin,0.9842,20230509_162400,B113
15,18,Erithacus rubecula,European Robin,0.8722,20230509_162400,B113
27,30,Erithacus rubecula,European Robin,0.9644,20230509_162400,B113
42,45,Erithacus rubecula,European Robin,0.9507,20230509_162400,B113
54,57,Erithacus rubecula,European Robin,0.9522,20230509_162400,B113
33,36,Psittacula krameri,Rose-ringed Parakeet,0.8141,20230509_173600,B113
33,36,Pernis apivorus,European Honey-buzzard,0.8068,20230502_105400,B121
39,42,Psittacula krameri,Rose-ringed Parakeet,0.8898,20230502_115400,B121
42,45,Psittacula krameri,Rose-ringed Parakeet,0.9472,20230502_115400,B121
45,48,Psittacula krameri,Rose-ringed Parakeet,0.9743,20230502_115400,B121
48,51,Psittacula krameri,Rose-ringed Parakeet,0.9691,20230502_115400,B121
51,54,Psittacula krameri,Rose-ringed Parakeet,0.9182,20230502_115400,B121
12,15,Parus major,Great Tit,0.8573,20230502_120000,B121
3,6,Psittacula krameri,Rose-ringed Parakeet,0.9011,20230502_121200,B121
15,18,Psittacula krameri,Rose-ringed Parakeet,0.915,20230502_121200,B121
33,36,Psittacula krameri,Rose-ringed Parakeet,0.8253,20230502_132400,B121
27,30,Psittacula krameri,Rose-ringed Parakeet,0.9374,20230502_133600,B121
27,30,Psittacula krameri,Rose-ringed Parakeet,0.8898,20230502_134200,B121
48,51,Psittacula krameri,Rose-ringed Parakeet,0.8882,20230502_134200,B121
57,60,Psittacula krameri,Rose-ringed Parakeet,0.9257,20230502_134200,B121
54,57,Psittacula krameri,Rose-ringed Parakeet,0.8385,20230502_150000,B121
57,60,Certhia brachydactyla,Short-toed Treecreeper,0.8316,20230502_172400,B121
54,57,Psittacula krameri,Rose-ringed Parakeet,0.9482,20230502_174800,B121
57,60,Psittacula krameri,Rose-ringed Parakeet,0.9629,20230502_174800,B121
54,57,Certhia brachydactyla,Short-toed Treecreeper,0.809,20230502_180600,B121
24,27,Erithacus rubecula,European Robin,0.9105,20230502_190600,B121
27,30,Psittacula krameri,Rose-ringed Parakeet,0.8379,20230503_060000,B121
30,33,Psittacula krameri,Rose-ringed Parakeet,0.949,20230503_060000,B121
33,36,Psittacula krameri,Rose-ringed Parakeet,0.8859,20230503_060000,B121
36,39,Psittacula krameri,Rose-ringed Parakeet,0.8857,20230503_060000,B121
24,27,Parus major,Great Tit,0.8199,20230503_060600,B121
12,15,Psittacula krameri,Rose-ringed Parakeet,0.8635,20230503_065400,B121
27,30,Psittacula krameri,Rose-ringed Parakeet,0.8375,20230503_070000,B121
51,54,Psittacula krameri,Rose-ringed Parakeet,0.9014,20230503_070000,B121
15,18,Psittacula krameri,Rose-ringed Parakeet,0.8949,20230503_073000,B121
3,6,Psittacula krameri,Rose-ringed Parakeet,0.8826,20230503_074800,B121
3,6,Troglodytes troglodytes,Eurasian Wren,0.8873,20230503_083600,B121
6,9,Troglodytes troglodytes,Eurasian Wren,0.8244,20230503_085400,B121
9,12,Troglodytes troglodytes,Eurasian Wren,0.847,20230503_085400,B121
42,45,Parus major,Great Tit,0.8482,20230503_114200,B121
36,39,Parus major,Great Tit,0.8196,20230503_120000,B121
39,42,Parus major,Great Tit,0.8954,20230503_120000,B121
45,48,Psittacula krameri,Rose-ringed Parakeet,0.8486,20230503_120000,B121
