Start..s.,End..s.,Scientific.name,Common.name,Confidence,Date_Time,Site
27,30,Troglodytes troglodytes,Eurasian Wren,0.9091,20230506_083600,B233
12,15,Erithacus rubecula,European Robin,0.8556,20230506_084800,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.9579,20230506_092400,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.9792,20230506_092400,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.8964,20230506_092400,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.9576,20230506_092400,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.9113,20230506_092400,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9575,20230506_092400,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.9413,20230506_092400,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.9321,20230506_092400,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9566,20230506_092400,B233
57,60,Erithacus rubecula,European Robin,0.904,20230506_092400,B233
30,33,Erithacus rubecula,European Robin,0.9482,20230506_093600,B233
6,9,Erithacus rubecula,European Robin,0.8584,20230506_100000,B233
9,12,Parus major,Great Tit,0.8161,20230506_101200,B233
15,18,Erithacus rubecula,European Robin,0.8061,20230506_101200,B233
51,54,Erithacus rubecula,European Robin,0.9567,20230506_104200,B233
9,12,Erithacus rubecula,European Robin,0.9253,20230506_104800,B233
18,21,Erithacus rubecula,European Robin,0.9917,20230506_104800,B233
39,42,Erithacus rubecula,European Robin,0.9701,20230506_104800,B233
51,54,Erithacus rubecula,European Robin,0.9377,20230506_104800,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.8585,20230506_105400,B233
18,21,Erithacus rubecula,European Robin,0.9737,20230506_105400,B233
33,36,Erithacus rubecula,European Robin,0.8752,20230506_105400,B233
54,57,Erithacus rubecula,European Robin,0.9743,20230506_105400,B233
57,60,Erithacus rubecula,European Robin,0.8835,20230506_105400,B233
3,6,Erithacus rubecula,European Robin,0.9407,20230506_110000,B233
18,21,Erithacus rubecula,European Robin,0.8707,20230506_110000,B233
27,30,Erithacus rubecula,European Robin,0.9958,20230506_110000,B233
48,51,Erithacus rubecula,European Robin,0.8445,20230506_110000,B233
54,57,Erithacus rubecula,European Robin,0.8904,20230506_110000,B233
33,36,Erithacus rubecula,European Robin,0.8954,20230506_111800,B233
30,33,Erithacus rubecula,European Robin,0.9895,20230506_112400,B233
27,30,Phylloscopus collybita,Common Chiffchaff,0.8597,20230506_114200,B233
36,39,Phylloscopus collybita,Common Chiffchaff,0.8843,20230506_114200,B233
45,48,Phylloscopus collybita,Common Chiffchaff,0.9579,20230506_114200,B233
54,57,Phylloscopus collybita,Common Chiffchaff,0.8582,20230506_114200,B233
57,60,Erithacus rubecula,European Robin,0.8469,20230506_114800,B233
3,6,Phylloscopus collybita,Common Chiffchaff,0.8995,20230506_120600,B233
12,15,Phylloscopus collybita,Common Chiffchaff,0.8825,20230506_121200,B233
21,24,Phylloscopus collybita,Common Chiffchaff,0.9142,20230506_121200,B233
51,54,Erithacus rubecula,European Robin,0.9151,20230506_123600,B233
15,18,Phylloscopus collybita,Common Chiffchaff,0.9098,20230506_130600,B233
39,42,Phylloscopus collybita,Common Chiffchaff,0.9359,20230506_130600,B233
54,57,Phylloscopus collybita,Common Chiffchaff,0.8734,20230506_130600,B233
0,3,Erithacus rubecula,European Robin,0.9716,20230506_131200,B233
6,9,Erithacus rubecula,European Robin,0.8321,20230506_131200,B233
12,15,Erithacus rubecula,European Robin,0.9233,20230506_131200,B233
15,18,Erithacus rubecula,European Robin,0.9377,20230506_131200,B233
24,27,Erithacus rubecula,European Robin,0.9728,20230506_131200,B233
33,36,Erithacus rubecula,European Robin,0.8789,20230506_131200,B233
39,42,Erithacus rubecula,European Robin,0.83,20230506_131200,B233
42,45,Erithacus rubecula,European Robin,0.9496,20230506_131200,B233
54,57,Erithacus rubecula,European Robin,0.9113,20230506_131200,B233
57,60,Erithacus rubecula,European Robin,0.8934,20230506_131200,B233
3,6,Erithacus rubecula,European Robin,0.8328,20230506_131800,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.8322,20230506_131800,B233
39,42,Erithacus rubecula,European Robin,0.9323,20230506_131800,B233
54,57,Erithacus rubecula,European Robin,0.9848,20230506_131800,B233
6,9,Erithacus rubecula,European Robin,0.9137,20230506_132400,B233
21,24,Erithacus rubecula,European Robin,0.8721,20230506_132400,B233
21,24,Parus major,Great Tit,0.8465,20230506_142400,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9107,20230506_142400,B233
33,36,Troglodytes troglodytes,Eurasian Wren,0.9055,20230506_142400,B233
9,12,Erithacus rubecula,European Robin,0.89,20230506_144800,B233
45,48,Erithacus rubecula,European Robin,0.8302,20230506_144800,B233
57,60,Erithacus rubecula,European Robin,0.9427,20230506_144800,B233
18,21,Erithacus rubecula,European Robin,0.9388,20230506_151200,B233
27,30,Erithacus rubecula,European Robin,0.8222,20230506_152400,B233
33,36,Erithacus rubecula,European Robin,0.8216,20230506_152400,B233
39,42,Erithacus rubecula,European Robin,0.9073,20230506_152400,B233
48,51,Erithacus rubecula,European Robin,0.8915,20230506_152400,B233
54,57,Carduelis carduelis,European Goldfinch,0.9397,20230506_152400,B233
30,33,Psittacula krameri,Rose-ringed Parakeet,0.9292,20230506_154800,B233
33,36,Psittacula krameri,Rose-ringed Parakeet,0.9395,20230506_154800,B233
36,39,Psittacula krameri,Rose-ringed Parakeet,0.9322,20230506_154800,B233
15,18,Erithacus rubecula,European Robin,0.9148,20230506_162400,B233
24,27,Erithacus rubecula,European Robin,0.9591,20230506_162400,B233
57,60,Erithacus rubecula,European Robin,0.809,20230506_162400,B233
18,21,Turdus merula,Eurasian Blackbird,0.8592,20230506_173600,B233
42,45,Turdus merula,Eurasian Blackbird,0.9389,20230506_173600,B233
45,48,Turdus merula,Eurasian Blackbird,0.9633,20230506_173600,B233
57,60,Turdus merula,Eurasian Blackbird,0.923,20230506_173600,B233
0,3,Parus major,Great Tit,0.8997,20230506_182400,B233
3,6,Erithacus rubecula,European Robin,0.815,20230506_190000,B233
12,15,Erithacus rubecula,European Robin,0.9026,20230506_190000,B233
18,21,Erithacus rubecula,European Robin,0.8315,20230506_190000,B233
39,42,Erithacus rubecula,European Robin,0.804,20230506_191800,B233
48,51,Erithacus rubecula,European Robin,0.8229,20230506_191800,B233
15,18,Erithacus rubecula,European Robin,0.9918,20230506_195400,B233
21,24,Erithacus rubecula,European Robin,0.9308,20230506_195400,B233
45,48,Erithacus rubecula,European Robin,0.8264,20230506_195400,B233
12,15,Erithacus rubecula,European Robin,0.9481,20230506_200000,B233
21,24,Erithacus rubecula,European Robin,0.9343,20230506_200000,B233
30,33,Erithacus rubecula,European Robin,0.9708,20230506_200000,B233
48,51,Erithacus rubecula,European Robin,0.962,20230506_200000,B233
54,57,Erithacus rubecula,European Robin,0.9074,20230506_200000,B233
57,60,Erithacus rubecula,European Robin,0.9428,20230506_200000,B233
0,3,Erithacus rubecula,European Robin,0.8883,20230506_203000,B233
51,54,Erithacus rubecula,European Robin,0.804,20230506_203000,B233
3,6,Erithacus rubecula,European Robin,0.8864,20230506_203600,B233
36,39,Erithacus rubecula,European Robin,0.9071,20230506_203600,B233
48,51,Erithacus rubecula,European Robin,0.9657,20230506_203600,B233
3,6,Erithacus rubecula,European Robin,0.8594,20230506_204800,B233
18,21,Erithacus rubecula,European Robin,0.9436,20230506_204800,B233
45,48,Erithacus rubecula,European Robin,0.9612,20230506_204800,B233
51,54,Erithacus rubecula,European Robin,0.8718,20230506_204800,B233
30,33,Erithacus rubecula,European Robin,0.9234,20230506_205400,B233
36,39,Erithacus rubecula,European Robin,0.9685,20230506_205400,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.8053,20230507_045400,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.8537,20230507_045400,B233
33,36,Troglodytes troglodytes,Eurasian Wren,0.8105,20230507_053000,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.8146,20230507_055400,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.8901,20230507_055400,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.8802,20230507_055400,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.8021,20230507_060000,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.8182,20230507_060000,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.8251,20230507_061200,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.9229,20230507_061200,B233
24,27,Erithacus rubecula,European Robin,0.9462,20230507_061200,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.8302,20230507_061200,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.871,20230507_061200,B233
36,39,Troglodytes troglodytes,Eurasian Wren,0.9298,20230507_061200,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.978,20230507_061200,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.8885,20230507_061200,B233
45,48,Erithacus rubecula,European Robin,0.8713,20230507_061200,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9639,20230507_061200,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.9969,20230507_061800,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.8342,20230507_061800,B233
48,51,Erithacus rubecula,European Robin,0.8635,20230507_061800,B233
15,18,Erithacus rubecula,European Robin,0.8308,20230507_063000,B233
45,48,Erithacus rubecula,European Robin,0.9294,20230507_063000,B233
57,60,Erithacus rubecula,European Robin,0.9388,20230507_063000,B233
9,12,Erithacus rubecula,European Robin,0.8676,20230507_071200,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.921,20230507_071800,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.9033,20230507_071800,B233
36,39,Phylloscopus collybita,Common Chiffchaff,0.8011,20230507_071800,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.8059,20230507_073000,B233
24,27,Erithacus rubecula,European Robin,0.8326,20230507_073600,B233
12,15,Psittacula krameri,Rose-ringed Parakeet,0.8294,20230507_074800,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.8961,20230507_075400,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9139,20230507_080600,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9746,20230507_080600,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.9749,20230507_080600,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.9621,20230507_080600,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9782,20230507_080600,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.9862,20230507_080600,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.8235,20230507_080600,B233
51,54,Sylvia atricapilla,Eurasian Blackcap,0.9409,20230507_080600,B233
36,39,Troglodytes troglodytes,Eurasian Wren,0.8407,20230507_083000,B233
6,9,Erithacus rubecula,European Robin,0.9883,20230507_083600,B233
12,15,Erithacus rubecula,European Robin,0.8383,20230507_083600,B233
45,48,Erithacus rubecula,European Robin,0.8379,20230507_083600,B233
54,57,Erithacus rubecula,European Robin,0.8207,20230507_083600,B233
48,51,Erithacus rubecula,European Robin,0.8399,20230507_084200,B233
0,3,Erithacus rubecula,European Robin,0.8562,20230507_084800,B233
36,39,Erithacus rubecula,European Robin,0.9651,20230507_084800,B233
39,42,Erithacus rubecula,European Robin,0.8261,20230507_090600,B233
6,9,Erithacus rubecula,European Robin,0.8259,20230507_091800,B233
30,33,Erithacus rubecula,European Robin,0.8105,20230507_091800,B233
33,36,Erithacus rubecula,European Robin,0.9085,20230507_091800,B233
3,6,Erithacus rubecula,European Robin,0.9545,20230507_092400,B233
18,21,Erithacus rubecula,European Robin,0.9786,20230507_092400,B233
27,30,Erithacus rubecula,European Robin,0.8685,20230507_092400,B233
42,45,Erithacus rubecula,European Robin,0.9351,20230507_092400,B233
51,54,Erithacus rubecula,European Robin,0.9573,20230507_092400,B233
57,60,Erithacus rubecula,European Robin,0.9338,20230507_092400,B233
0,3,Erithacus rubecula,European Robin,0.8339,20230507_094200,B233
12,15,Erithacus rubecula,European Robin,0.8686,20230507_094800,B233
21,24,Sylvia atricapilla,Eurasian Blackcap,0.8393,20230507_094800,B233
45,48,Erithacus rubecula,European Robin,0.8077,20230507_094800,B233
27,30,Erithacus rubecula,European Robin,0.8281,20230507_095400,B233
15,18,Erithacus rubecula,European Robin,0.9677,20230507_102400,B233
42,45,Erithacus rubecula,European Robin,0.9156,20230507_102400,B233
12,15,Phylloscopus collybita,Common Chiffchaff,0.9525,20230507_104200,B233
18,21,Phylloscopus collybita,Common Chiffchaff,0.9506,20230507_104200,B233
21,24,Phylloscopus collybita,Common Chiffchaff,0.9902,20230507_104200,B233
51,54,Erithacus rubecula,European Robin,0.8925,20230507_104200,B233
18,21,Phylloscopus collybita,Common Chiffchaff,0.8547,20230507_104800,B233
21,24,Erithacus rubecula,European Robin,0.82,20230507_104800,B233
51,54,Phylloscopus collybita,Common Chiffchaff,0.8937,20230507_104800,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9485,20230507_110000,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.8865,20230507_110000,B233
48,51,Erithacus rubecula,European Robin,0.8013,20230507_111200,B233
21,24,Erithacus rubecula,European Robin,0.8871,20230507_111800,B233
21,24,Parus major,Great Tit,0.9459,20230507_112400,B233
33,36,Parus major,Great Tit,0.8909,20230507_112400,B233
45,48,Parus major,Great Tit,0.8409,20230507_112400,B233
51,54,Parus major,Great Tit,0.9675,20230507_112400,B233
57,60,Parus major,Great Tit,0.9655,20230507_112400,B233
30,33,Erithacus rubecula,European Robin,0.9848,20230507_113000,B233
45,48,Erithacus rubecula,European Robin,0.8016,20230507_113000,B233
6,9,Sylvia atricapilla,Eurasian Blackcap,0.8186,20230507_113600,B233
27,30,Erithacus rubecula,European Robin,0.8512,20230507_113600,B233
45,48,Sylvia atricapilla,Eurasian Blackcap,0.8291,20230507_113600,B233
51,54,Sylvia atricapilla,Eurasian Blackcap,0.9016,20230507_113600,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.8389,20230507_114200,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.9477,20230507_114200,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.8557,20230507_114200,B233
30,33,Phylloscopus collybita,Common Chiffchaff,0.9622,20230507_114800,B233
33,36,Phylloscopus collybita,Common Chiffchaff,0.9256,20230507_114800,B233
42,45,Phylloscopus collybita,Common Chiffchaff,0.8127,20230507_114800,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.891,20230507_115400,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.8341,20230507_115400,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.8059,20230507_115400,B233
0,3,Erithacus rubecula,European Robin,0.8528,20230507_121200,B233
6,9,Erithacus rubecula,European Robin,0.9036,20230507_121200,B233
12,15,Erithacus rubecula,European Robin,0.8454,20230507_121200,B233
42,45,Erithacus rubecula,European Robin,0.9377,20230507_121200,B233
57,60,Erithacus rubecula,European Robin,0.9091,20230507_121200,B233
9,12,Phylloscopus collybita,Common Chiffchaff,0.937,20230507_123000,B233
30,33,Phylloscopus collybita,Common Chiffchaff,0.812,20230507_123000,B233
33,36,Phylloscopus collybita,Common Chiffchaff,0.9815,20230507_123000,B233
51,54,Phylloscopus collybita,Common Chiffchaff,0.908,20230507_123000,B233
0,3,Erithacus rubecula,European Robin,0.9281,20230507_123600,B233
12,15,Erithacus rubecula,European Robin,0.8876,20230507_123600,B233
6,9,Erithacus rubecula,European Robin,0.8173,20230507_124200,B233
21,24,Erithacus rubecula,European Robin,0.8063,20230507_124200,B233
39,42,Psittacula krameri,Rose-ringed Parakeet,0.9293,20230507_124200,B233
3,6,Erithacus rubecula,European Robin,0.901,20230507_124800,B233
18,21,Erithacus rubecula,European Robin,0.9086,20230507_130000,B233
39,42,Erithacus rubecula,European Robin,0.8813,20230507_130000,B233
51,54,Erithacus rubecula,European Robin,0.9866,20230507_130000,B233
15,18,Erithacus rubecula,European Robin,0.9226,20230507_131800,B233
30,33,Erithacus rubecula,European Robin,0.8027,20230507_131800,B233
0,3,Erithacus rubecula,European Robin,0.9266,20230507_133600,B233
12,15,Erithacus rubecula,European Robin,0.9906,20230507_133600,B233
30,33,Erithacus rubecula,European Robin,0.9815,20230507_133600,B233
36,39,Erithacus rubecula,European Robin,0.9548,20230507_133600,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9546,20230507_133600,B233
12,15,Erithacus rubecula,European Robin,0.8726,20230507_134200,B233
57,60,Erithacus rubecula,European Robin,0.9733,20230507_134200,B233
9,12,Erithacus rubecula,European Robin,0.9474,20230507_140000,B233
9,12,Erithacus rubecula,European Robin,0.9764,20230507_143600,B233
6,9,Erithacus rubecula,European Robin,0.851,20230507_144200,B233
36,39,Erithacus rubecula,European Robin,0.9639,20230507_144200,B233
12,15,Erithacus rubecula,European Robin,0.9298,20230507_144800,B233
33,36,Erithacus rubecula,European Robin,0.8476,20230507_144800,B233
57,60,Erithacus rubecula,European Robin,0.8624,20230507_144800,B233
12,15,Erithacus rubecula,European Robin,0.8415,20230507_145400,B233
30,33,Erithacus rubecula,European Robin,0.9803,20230507_145400,B233
48,51,Erithacus rubecula,European Robin,0.809,20230507_145400,B233
3,6,Erithacus rubecula,European Robin,0.9532,20230507_151200,B233
39,42,Erithacus rubecula,European Robin,0.96,20230507_151200,B233
57,60,Troglodytes troglodytes,Eurasian Wren,0.8191,20230507_151200,B233
0,3,Erithacus rubecula,European Robin,0.8594,20230507_151800,B233
15,18,Sylvia atricapilla,Eurasian Blackcap,0.9052,20230507_151800,B233
48,51,Sylvia atricapilla,Eurasian Blackcap,0.8559,20230507_151800,B233
39,42,Erithacus rubecula,European Robin,0.8244,20230507_153000,B233
51,54,Erithacus rubecula,European Robin,0.9628,20230507_153000,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.8915,20230507_155400,B233
9,12,Erithacus rubecula,European Robin,0.8556,20230507_155400,B233
27,30,Erithacus rubecula,European Robin,0.9181,20230507_155400,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.8401,20230507_155400,B233
9,12,Erithacus rubecula,European Robin,0.927,20230507_160000,B233
9,12,Erithacus rubecula,European Robin,0.8872,20230507_161200,B233
39,42,Erithacus rubecula,European Robin,0.928,20230507_161200,B233
54,57,Erithacus rubecula,European Robin,0.8806,20230507_161200,B233
6,9,Sylvia atricapilla,Eurasian Blackcap,0.8105,20230507_161800,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.9109,20230507_161800,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.8574,20230507_161800,B233
18,21,Erithacus rubecula,European Robin,0.8226,20230507_163000,B233
3,6,Erithacus rubecula,European Robin,0.9992,20230507_163600,B233
48,51,Erithacus rubecula,European Robin,0.8166,20230507_163600,B233
3,6,Erithacus rubecula,European Robin,0.9526,20230507_164200,B233
18,21,Erithacus rubecula,European Robin,0.9925,20230507_164200,B233
33,36,Erithacus rubecula,European Robin,0.8325,20230507_164200,B233
48,51,Erithacus rubecula,European Robin,0.976,20230507_164200,B233
57,60,Erithacus rubecula,European Robin,0.977,20230507_164200,B233
18,21,Erithacus rubecula,European Robin,0.9414,20230507_164800,B233
36,39,Erithacus rubecula,European Robin,0.997,20230507_164800,B233
0,3,Erithacus rubecula,European Robin,0.9037,20230507_165400,B233
24,27,Erithacus rubecula,European Robin,0.8208,20230507_170600,B233
6,9,Erithacus rubecula,European Robin,0.9174,20230507_171800,B233
33,36,Erithacus rubecula,European Robin,0.9469,20230507_171800,B233
18,21,Erithacus rubecula,European Robin,0.8705,20230507_173600,B233
45,48,Psittacula krameri,Rose-ringed Parakeet,0.9366,20230507_175400,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.9625,20230507_180000,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.943,20230507_180000,B233
51,54,Erithacus rubecula,European Robin,0.8465,20230507_180000,B233
3,6,Erithacus rubecula,European Robin,0.914,20230507_180600,B233
45,48,Sylvia atricapilla,Eurasian Blackcap,0.9245,20230507_181200,B233
57,60,Troglodytes troglodytes,Eurasian Wren,0.9372,20230507_181200,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.8634,20230507_184200,B233
6,9,Erithacus rubecula,European Robin,0.8628,20230507_184200,B233
27,30,Erithacus rubecula,European Robin,0.9671,20230507_184200,B233
12,15,Erithacus rubecula,European Robin,0.9821,20230507_184800,B233
27,30,Erithacus rubecula,European Robin,0.8075,20230507_184800,B233
12,15,Erithacus rubecula,European Robin,0.8138,20230507_185400,B233
51,54,Erithacus rubecula,European Robin,0.9936,20230507_185400,B233
0,3,Erithacus rubecula,European Robin,0.8673,20230507_190000,B233
12,15,Erithacus rubecula,European Robin,0.8294,20230507_190000,B233
24,27,Erithacus rubecula,European Robin,0.9084,20230507_190000,B233
36,39,Erithacus rubecula,European Robin,0.9635,20230507_190000,B233
36,39,Erithacus rubecula,European Robin,0.8536,20230507_192400,B233
18,21,Erithacus rubecula,European Robin,0.9855,20230507_193000,B233
27,30,Erithacus rubecula,European Robin,0.9188,20230507_193000,B233
48,51,Sylvia atricapilla,Eurasian Blackcap,0.9451,20230507_193000,B233
51,54,Erithacus rubecula,European Robin,0.9732,20230507_193000,B233
9,12,Erithacus rubecula,European Robin,0.8109,20230507_193600,B233
36,39,Erithacus rubecula,European Robin,0.9599,20230507_193600,B233
21,24,Erithacus rubecula,European Robin,0.8229,20230507_201200,B233
0,3,Erithacus rubecula,European Robin,0.9665,20230507_204800,B233
15,18,Erithacus rubecula,European Robin,0.8035,20230507_204800,B233
42,45,Turdus merula,Eurasian Blackbird,0.86,20230507_204800,B233
12,15,Erithacus rubecula,European Robin,0.8072,20230507_205400,B233
33,36,Erithacus rubecula,European Robin,0.956,20230507_205400,B233
54,57,Erithacus rubecula,European Robin,0.9086,20230507_205400,B233
6,9,Erithacus rubecula,European Robin,0.8159,20230507_210000,B233
6,9,Erithacus rubecula,European Robin,0.976,20230507_210600,B233
42,45,Erithacus rubecula,European Robin,0.9017,20230507_211200,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.9585,20230508_044800,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.9389,20230508_044800,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.8122,20230508_044800,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.8748,20230508_044800,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.94,20230508_044800,B233
54,57,Troglodytes troglodytes,Eurasian Wren,0.9528,20230508_044800,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.8844,20230508_045400,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.907,20230508_045400,B233
36,39,Troglodytes troglodytes,Eurasian Wren,0.8482,20230508_050000,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.8365,20230508_050000,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.9606,20230508_050600,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.8307,20230508_050600,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.8686,20230508_050600,B233
33,36,Troglodytes troglodytes,Eurasian Wren,0.8444,20230508_050600,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.8694,20230508_051800,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.8684,20230508_051800,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.8859,20230508_051800,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.9656,20230508_051800,B233
27,30,Erithacus rubecula,European Robin,0.8305,20230508_051800,B233
33,36,Troglodytes troglodytes,Eurasian Wren,0.9828,20230508_051800,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.9698,20230508_051800,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9391,20230508_051800,B233
54,57,Troglodytes troglodytes,Eurasian Wren,0.9903,20230508_051800,B233
45,48,Turdus viscivorus,Mistle Thrush,0.8018,20230508_052400,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9143,20230508_054200,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.8973,20230508_054200,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.8859,20230508_054200,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.9588,20230508_054200,B233
24,27,Erithacus rubecula,European Robin,0.8763,20230508_054800,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.9789,20230508_055400,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.8932,20230508_055400,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9724,20230508_055400,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.9789,20230508_055400,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.8932,20230508_055400,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9386,20230508_060000,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.9755,20230508_060000,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.898,20230508_060000,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.941,20230508_060000,B233
54,57,Troglodytes troglodytes,Eurasian Wren,0.943,20230508_060000,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.8187,20230508_060600,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.9378,20230508_063000,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9779,20230508_063000,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9358,20230508_063000,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9598,20230508_063000,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9827,20230508_063000,B233
9,12,Psittacula krameri,Rose-ringed Parakeet,0.9471,20230508_063600,B233
24,27,Sylvia atricapilla,Eurasian Blackcap,0.8479,20230508_063600,B233
33,36,Psittacula krameri,Rose-ringed Parakeet,0.9148,20230508_063600,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.9471,20230508_065400,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.9961,20230508_065400,B233
30,33,Phylloscopus collybita,Common Chiffchaff,0.8534,20230508_065400,B233
33,36,Phylloscopus collybita,Common Chiffchaff,0.901,20230508_065400,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.8624,20230508_065400,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.8165,20230508_070000,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.8286,20230508_070000,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9197,20230508_071800,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.8649,20230508_071800,B233
57,60,Sylvia atricapilla,Eurasian Blackcap,0.8874,20230508_071800,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.8288,20230508_072400,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9629,20230508_072400,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.962,20230508_072400,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.8654,20230508_072400,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.8956,20230508_072400,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.9686,20230508_072400,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.9336,20230508_072400,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.965,20230508_072400,B233
51,54,Erithacus rubecula,European Robin,0.8391,20230508_073000,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.9474,20230508_073600,B233
57,60,Erithacus rubecula,European Robin,0.8623,20230508_074200,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.8204,20230508_075400,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9738,20230508_075400,B233
