"","Start..s.","End..s.","Scientific.name","Common.name","Confidence","Date_Time","Site"
"82726",51,54,"Strix aluco","Tawny Owl",0.9963,"20230602_041200","C"
"82727",54,57,"Strix aluco","Tawny Owl",0.9921,"20230602_041200","C"
"82729",57,60,"Strix aluco","Tawny Owl",0.9888,"20230602_041200","C"
"82733",18,21,"Strix aluco","Tawny Owl",0.941,"20230602_041800","C"
"82801",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8178,"20230602_050000","C"
"82802",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9457,"20230602_050000","C"
"82806",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8816,"20230602_050000","C"
"82807",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9579,"20230602_050000","C"
"82811",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8851,"20230602_050000","C"
"82812",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8351,"20230602_050000","C"
"82874",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8772,"20230602_051800","C"
"82879",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9882,"20230602_051800","C"
"82880",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9692,"20230602_051800","C"
"82885",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9605,"20230602_051800","C"
"82931",9,12,"Certhia familiaris","Eurasian Treecreeper",0.8587,"20230602_053600","C"
"82966",27,30,"Certhia familiaris","Eurasian Treecreeper",0.8577,"20230602_054800","C"
"82988",30,33,"Certhia familiaris","Eurasian Treecreeper",0.8854,"20230602_055400","C"
"83145",45,48,"Certhia familiaris","Eurasian Treecreeper",0.8975,"20230602_063600","C"
"83168",51,54,"Sitta europaea","Eurasian Nuthatch",0.8599,"20230602_064200","C"
"83236",18,21,"Certhia familiaris","Eurasian Treecreeper",0.9353,"20230602_071200","C"
"83287",33,36,"Certhia familiaris","Eurasian Treecreeper",0.8203,"20230602_072400","C"
"83316",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8946,"20230602_073600","C"
"83483",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8121,"20230602_083600","C"
"83488",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9372,"20230602_083600","C"
"83489",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9198,"20230602_083600","C"
"83490",48,51,"Troglodytes troglodytes","Eurasian Wren",0.812,"20230602_083600","C"
"83491",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9411,"20230602_083600","C"
"83545",33,36,"Cyanistes caeruleus","Eurasian Blue Tit",0.9267,"20230602_091200","C"
"83565",54,57,"Turdus philomelos","Song Thrush",0.9163,"20230602_091800","C"
"83595",27,30,"Cyanistes caeruleus","Eurasian Blue Tit",0.8095,"20230602_100000","C"
"83630",39,42,"Erithacus rubecula","European Robin",0.8645,"20230602_101200","C"
"83631",48,51,"Erithacus rubecula","European Robin",0.9106,"20230602_101200","C"
"83633",54,57,"Erithacus rubecula","European Robin",0.9561,"20230602_101200","C"
"83739",27,30,"Dendrocopos major","Great Spotted Woodpecker",0.8539,"20230602_114200","C"
"83784",39,42,"Cyanistes caeruleus","Eurasian Blue Tit",0.8545,"20230602_123600","C"
"83859",42,45,"Aegithalos caudatus","Long-tailed Tit",0.8428,"20230602_140600","C"
"83866",57,60,"Cyanistes caeruleus","Eurasian Blue Tit",0.8244,"20230602_140600","C"
"83995",6,9,"Corvus monedula","Eurasian Jackdaw",0.8972,"20230602_160600","C"
"84079",51,54,"Corvus monedula","Eurasian Jackdaw",0.8599,"20230602_163600","C"
"84093",33,36,"Certhia familiaris","Eurasian Treecreeper",0.8057,"20230602_164200","C"
"84167",3,6,"Certhia familiaris","Eurasian Treecreeper",0.8132,"20230602_173000","C"
"84211",3,6,"Certhia familiaris","Eurasian Treecreeper",0.9296,"20230602_174800","C"
"84212",6,9,"Certhia familiaris","Eurasian Treecreeper",0.8144,"20230602_174800","C"
"84213",9,12,"Certhia familiaris","Eurasian Treecreeper",0.9109,"20230602_174800","C"
"84215",15,18,"Certhia familiaris","Eurasian Treecreeper",0.876,"20230602_174800","C"
"84267",27,30,"Certhia familiaris","Eurasian Treecreeper",0.8045,"20230602_180600","C"
"84278",3,6,"Certhia familiaris","Eurasian Treecreeper",0.8112,"20230602_181200","C"
"84282",15,18,"Certhia familiaris","Eurasian Treecreeper",0.8155,"20230602_181200","C"
"84299",3,6,"Certhia familiaris","Eurasian Treecreeper",0.8113,"20230602_181800","C"
"84305",18,21,"Certhia familiaris","Eurasian Treecreeper",0.877,"20230602_181800","C"
"84375",33,36,"Dendrocopos major","Great Spotted Woodpecker",0.874,"20230602_183600","C"
"84404",0,3,"Certhia familiaris","Eurasian Treecreeper",0.8563,"20230602_184800","C"
"84490",21,24,"Dendrocopos major","Great Spotted Woodpecker",0.8236,"20230602_193000","C"
"84514",39,42,"Turdus merula","Eurasian Blackbird",0.9138,"20230602_195400","C"
"84613",6,9,"Strix aluco","Tawny Owl",0.8188,"20230602_232400","C"
"84624",21,24,"Strix aluco","Tawny Owl",0.9887,"20230603_031800","C"
"84625",24,27,"Strix aluco","Tawny Owl",0.9746,"20230603_031800","C"
"84626",27,30,"Strix aluco","Tawny Owl",0.9883,"20230603_031800","C"
"84627",30,33,"Strix aluco","Tawny Owl",0.987,"20230603_031800","C"
"84628",33,36,"Strix aluco","Tawny Owl",0.9145,"20230603_031800","C"
"84629",36,39,"Strix aluco","Tawny Owl",0.9925,"20230603_031800","C"
"84630",39,42,"Strix aluco","Tawny Owl",0.9948,"20230603_031800","C"
"84631",42,45,"Strix aluco","Tawny Owl",0.9967,"20230603_031800","C"
"84632",45,48,"Strix aluco","Tawny Owl",0.9917,"20230603_031800","C"
"84633",51,54,"Strix aluco","Tawny Owl",0.9208,"20230603_031800","C"
"84634",54,57,"Strix aluco","Tawny Owl",0.995,"20230603_031800","C"
"84668",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8651,"20230603_043000","C"
"84695",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9234,"20230603_044200","C"
"84696",36,39,"Troglodytes troglodytes","Eurasian Wren",0.827,"20230603_044200","C"
"84712",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9486,"20230603_044800","C"
"84714",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8858,"20230603_044800","C"
"84715",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9545,"20230603_044800","C"
"84721",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8239,"20230603_045400","C"
"84739",0,3,"Certhia familiaris","Eurasian Treecreeper",0.9937,"20230603_050600","C"
"84812",3,6,"Dendrocopos major","Great Spotted Woodpecker",0.8423,"20230603_055400","C"
"84813",6,9,"Dendrocopos major","Great Spotted Woodpecker",0.9288,"20230603_055400","C"
"84927",3,6,"Sylvia atricapilla","Eurasian Blackcap",0.8628,"20230603_064200","C"
"84933",27,30,"Sylvia atricapilla","Eurasian Blackcap",0.8148,"20230603_064800","C"
"84934",39,42,"Sylvia atricapilla","Eurasian Blackcap",0.9181,"20230603_064800","C"
"84966",45,48,"Picus viridis","Eurasian Green Woodpecker",0.9192,"20230603_071200","C"
"84994",12,15,"Cyanistes caeruleus","Eurasian Blue Tit",0.9505,"20230603_072400","C"
"85002",24,27,"Cyanistes caeruleus","Eurasian Blue Tit",0.9735,"20230603_072400","C"
"85013",45,48,"Cyanistes caeruleus","Eurasian Blue Tit",0.8942,"20230603_072400","C"
"85089",33,36,"Regulus ignicapilla","Common Firecrest",0.9678,"20230603_081200","C"
"85190",0,3,"Regulus ignicapilla","Common Firecrest",0.8644,"20230603_103000","C"
"85195",51,54,"Regulus ignicapilla","Common Firecrest",0.9527,"20230603_103000","C"
"85200",6,9,"Regulus ignicapilla","Common Firecrest",0.829,"20230603_103600","C"
"85205",42,45,"Regulus ignicapilla","Common Firecrest",0.9218,"20230603_103600","C"
"85222",3,6,"Cyanistes caeruleus","Eurasian Blue Tit",0.8466,"20230603_105400","C"
"85374",36,39,"Erithacus rubecula","European Robin",0.8503,"20230603_130600","C"
"85420",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9344,"20230603_133600","C"
"85421",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9452,"20230603_133600","C"
"85563",0,3,"Certhia familiaris","Eurasian Treecreeper",0.9076,"20230603_152400","C"
"85576",30,33,"Certhia familiaris","Eurasian Treecreeper",0.8749,"20230603_152400","C"
"85589",54,57,"Certhia familiaris","Eurasian Treecreeper",0.8516,"20230603_153000","C"
"85592",3,6,"Certhia familiaris","Eurasian Treecreeper",0.8482,"20230603_153600","C"
"85659",42,45,"Prunella modularis","Dunnock",0.9024,"20230603_164800","C"
"85764",48,51,"Aegithalos caudatus","Long-tailed Tit",0.8402,"20230603_190000","C"
"85868",3,6,"Regulus ignicapilla","Common Firecrest",0.8944,"20230603_203600","C"
"85870",30,33,"Regulus ignicapilla","Common Firecrest",0.9557,"20230603_203600","C"
"85871",0,3,"Sitta europaea","Eurasian Nuthatch",0.8938,"20230603_204200","C"
"85873",6,9,"Sitta europaea","Eurasian Nuthatch",0.8459,"20230603_204200","C"
"85885",12,15,"Turdus philomelos","Song Thrush",0.8893,"20230603_205400","C"
"85889",27,30,"Turdus philomelos","Song Thrush",0.8101,"20230603_205400","C"
"85923",51,54,"Erithacus rubecula","European Robin",0.8887,"20230603_212400","C"
"85924",57,60,"Erithacus rubecula","European Robin",0.9136,"20230603_212400","C"
"85945",54,57,"Strix aluco","Tawny Owl",0.9822,"20230604_031800","C"
"85946",57,60,"Strix aluco","Tawny Owl",0.9817,"20230604_031800","C"
"86019",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8717,"20230604_044200","C"
"86023",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8439,"20230604_044200","C"
"86027",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8023,"20230604_044200","C"
"86037",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8379,"20230604_044200","C"
"86052",21,24,"Strix aluco","Tawny Owl",0.9453,"20230607_035400","1"
"86053",27,30,"Strix aluco","Tawny Owl",0.8068,"20230607_035400","1"
"86054",30,33,"Strix aluco","Tawny Owl",0.9245,"20230607_035400","1"
"86067",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9383,"20230607_043000","1"
"86068",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9668,"20230607_043000","1"
"86069",12,15,"Troglodytes troglodytes","Eurasian Wren",0.868,"20230607_043000","1"
"86071",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9504,"20230607_043000","1"
"86072",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9041,"20230607_043000","1"
"86074",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9469,"20230607_043000","1"
"86075",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9076,"20230607_043000","1"
"86122",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9909,"20230607_050600","1"
"86123",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9389,"20230607_050600","1"
"86128",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8932,"20230607_050600","1"
"86150",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9868,"20230607_051800","1"
"86164",0,3,"Troglodytes troglodytes","Eurasian Wren",0.993,"20230607_053600","1"
"86165",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9914,"20230607_053600","1"
