"","Start..s.","End..s.","Scientific.name","Common.name","Confidence","Date_Time","Site"
"28380",24,27,"Turdus merula","Eurasian Blackbird",0.9398,"20230526_045400","1"
"28391",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9075,"20230526_050000","1"
"28394",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8092,"20230526_050000","1"
"28396",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9051,"20230526_050000","1"
"28400",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9818,"20230526_050000","1"
"28408",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8259,"20230526_050600","1"
"28417",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9457,"20230526_051200","1"
"28424",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9722,"20230526_051200","1"
"28426",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9663,"20230526_051200","1"
"28428",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9751,"20230526_051200","1"
"28429",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8276,"20230526_051800","1"
"28436",18,21,"Troglodytes troglodytes","Eurasian Wren",0.888,"20230526_051800","1"
"28441",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9175,"20230526_051800","1"
"28450",54,57,"Certhia familiaris","Eurasian Treecreeper",0.8364,"20230526_051800","1"
"28452",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8835,"20230526_052400","1"
"28453",3,6,"Troglodytes troglodytes","Eurasian Wren",0.927,"20230526_052400","1"
"28456",15,18,"Troglodytes troglodytes","Eurasian Wren",0.901,"20230526_052400","1"
"28457",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9539,"20230526_052400","1"
"28462",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9244,"20230526_052400","1"
"28464",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8713,"20230526_052400","1"
"28466",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8625,"20230526_052400","1"
"28467",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8984,"20230526_052400","1"
"28581",3,6,"Erithacus rubecula","European Robin",0.8986,"20230526_062400","1"
"28586",15,18,"Erithacus rubecula","European Robin",0.9107,"20230526_062400","1"
"28606",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8297,"20230526_063600","1"
"28609",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8775,"20230526_063600","1"
"28611",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9452,"20230526_063600","1"
"28612",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8392,"20230526_063600","1"
"28614",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9285,"20230526_063600","1"
"28615",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9536,"20230526_063600","1"
"28616",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8775,"20230526_064200","1"
"28619",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8448,"20230526_064200","1"
"28623",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9587,"20230526_064200","1"
"28653",54,57,"Troglodytes troglodytes","Eurasian Wren",0.871,"20230526_065400","1"
"28682",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9208,"20230526_073600","1"
"28719",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9741,"20230526_080000","1"
"28723",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9696,"20230526_080000","1"
"28724",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9971,"20230526_080000","1"
"28725",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9416,"20230526_080000","1"
"28727",45,48,"Troglodytes troglodytes","Eurasian Wren",0.991,"20230526_080000","1"
"28728",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8381,"20230526_080000","1"
"28730",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9705,"20230526_080000","1"
"28803",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9641,"20230526_091200","1"
"28804",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8452,"20230526_091200","1"
"28807",48,51,"Troglodytes troglodytes","Eurasian Wren",0.879,"20230526_091200","1"
"28834",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8324,"20230526_093600","1"
"28836",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9833,"20230526_093600","1"
"28837",21,24,"Troglodytes troglodytes","Eurasian Wren",0.847,"20230526_093600","1"
"28838",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9537,"20230526_093600","1"
"28844",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8695,"20230526_093600","1"
"28869",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9968,"20230526_101200","1"
"28870",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9696,"20230526_101200","1"
"28872",30,33,"Troglodytes troglodytes","Eurasian Wren",0.995,"20230526_101200","1"
"28874",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9264,"20230526_101200","1"
"28875",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9862,"20230526_101200","1"
"28878",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9478,"20230526_101200","1"
"28904",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8201,"20230526_104800","1"
"28905",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9352,"20230526_104800","1"
"28943",24,27,"Troglodytes troglodytes","Eurasian Wren",0.8648,"20230526_113000","1"
"28967",3,6,"Turdus merula","Eurasian Blackbird",0.9432,"20230526_123600","1"
"28968",12,15,"Turdus merula","Eurasian Blackbird",0.854,"20230526_123600","1"
"29065",18,21,"Cyanistes caeruleus","Eurasian Blue Tit",0.8033,"20230522_180000","2"
"29083",21,24,"Regulus ignicapilla","Common Firecrest",0.9644,"20230522_185400","2"
"29084",30,33,"Regulus ignicapilla","Common Firecrest",0.8585,"20230522_185400","2"
"29088",45,48,"Regulus ignicapilla","Common Firecrest",0.8611,"20230522_185400","2"
"29134",18,21,"Turdus merula","Eurasian Blackbird",0.8068,"20230522_204200","2"
"29143",48,51,"Turdus merula","Eurasian Blackbird",0.8474,"20230522_204200","2"
"29691",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8863,"20230524_050000","2"
"29692",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9654,"20230524_050000","2"
"29696",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9095,"20230524_050000","2"
"29769",18,21,"Turdus merula","Eurasian Blackbird",0.884,"20230524_053600","2"
"29780",45,48,"Turdus merula","Eurasian Blackbird",0.858,"20230524_053600","2"
"29835",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8605,"20230524_061200","2"
"29879",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9709,"20230524_064200","2"
"29880",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9668,"20230524_064200","2"
"29881",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9667,"20230524_064200","2"
"29882",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9557,"20230524_064200","2"
"29883",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9901,"20230524_064200","2"
"29885",36,39,"Troglodytes troglodytes","Eurasian Wren",0.958,"20230524_064200","2"
"29886",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9615,"20230524_064200","2"
"29887",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9669,"20230524_064200","2"
"29889",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9906,"20230524_064200","2"
"29890",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9744,"20230524_064200","2"
"29895",21,24,"Turdus merula","Eurasian Blackbird",0.8556,"20230524_064800","2"
"29928",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8455,"20230524_070000","2"
"29991",12,15,"Turdus merula","Eurasian Blackbird",0.8072,"20230524_085400","2"
"30017",33,36,"Erithacus rubecula","European Robin",0.8327,"20230524_093000","2"
"30042",30,33,"Erithacus rubecula","European Robin",0.8028,"20230524_094800","2"
"30237",6,9,"Turdus merula","Eurasian Blackbird",0.8302,"20230524_143600","2"
"30240",24,27,"Turdus merula","Eurasian Blackbird",0.8341,"20230524_143600","2"
"30259",51,54,"Erithacus rubecula","European Robin",0.8062,"20230524_152400","2"
"30311",45,48,"Erithacus rubecula","European Robin",0.9826,"20230524_172400","2"
"30312",57,60,"Cyanistes caeruleus","Eurasian Blue Tit",0.8241,"20230524_172400","2"
"30348",27,30,"Erithacus rubecula","European Robin",0.8674,"20230524_180600","2"
"30369",24,27,"Erithacus rubecula","European Robin",0.8008,"20230524_191800","2"
"30431",12,15,"Cyanistes caeruleus","Eurasian Blue Tit",0.8711,"20230524_204200","2"
"30441",57,60,"Turdus merula","Eurasian Blackbird",0.823,"20230524_204800","2"
"30473",48,51,"Turdus iliacus","Redwing",0.9305,"20230525_040600","2"
"30531",45,48,"Turdus merula","Eurasian Blackbird",0.8589,"20230525_044200","2"
"30624",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8994,"20230525_051800","2"
"30628",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8354,"20230525_051800","2"
"30631",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8715,"20230525_051800","2"
"30634",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8806,"20230525_051800","2"
"30635",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8156,"20230525_051800","2"
"30637",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8466,"20230525_051800","2"
"30640",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8195,"20230525_052400","2"
"30642",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9543,"20230525_052400","2"
"30645",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9475,"20230525_052400","2"
"30708",15,18,"Turdus merula","Eurasian Blackbird",0.868,"20230525_061800","2"
"30750",3,6,"Buteo buteo","Common Buzzard",0.804,"20230525_065400","2"
"30763",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8214,"20230525_070600","2"
"30766",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8834,"20230525_070600","2"
"30768",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8809,"20230525_070600","2"
"30769",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8375,"20230525_070600","2"
"30772",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8395,"20230525_071200","2"
"30853",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9842,"20230525_091200","2"
"30854",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9647,"20230525_091200","2"
"30856",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9915,"20230525_091200","2"
"30857",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9811,"20230525_091200","2"
"30859",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9316,"20230525_091800","2"
"30861",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9618,"20230525_091800","2"
"30862",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9771,"20230525_091800","2"
"30865",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9791,"20230525_091800","2"
"30883",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9313,"20230525_094200","2"
"30904",42,45,"Turdus merula","Eurasian Blackbird",0.8064,"20230525_100600","2"
"30972",36,39,"Turdus merula","Eurasian Blackbird",0.9634,"20230525_113600","2"
"31028",0,3,"Erithacus rubecula","European Robin",0.8922,"20230525_130600","2"
"31079",57,60,"Aegithalos caudatus","Long-tailed Tit",0.8703,"20230525_144800","2"
"31095",24,27,"Cyanistes caeruleus","Eurasian Blue Tit",0.8859,"20230525_151200","2"
"31184",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8556,"20230525_191800","2"
"31188",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8428,"20230525_191800","2"
"31262",42,45,"Turdus merula","Eurasian Blackbird",0.8865,"20230525_201200","2"
"31291",39,42,"Erithacus rubecula","European Robin",0.8022,"20230525_203000","2"
"31574",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9777,"20230526_063000","2"
"31577",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8754,"20230526_063000","2"
"31578",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9742,"20230526_063000","2"
"31579",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9836,"20230526_063000","2"
"31580",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8883,"20230526_063000","2"
"31583",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8437,"20230526_063000","2"
"31584",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9702,"20230526_063000","2"
"31585",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8875,"20230526_063000","2"
"31586",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8288,"20230526_063000","2"
"31587",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9796,"20230526_063000","2"
"31588",45,48,"Troglodytes troglodytes","Eurasian Wren",0.969,"20230526_063000","2"
"31589",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9508,"20230526_063000","2"
"31590",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9775,"20230526_063000","2"
"31668",45,48,"Erithacus rubecula","European Robin",0.815,"20230526_081200","2"
"31705",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9008,"20230526_092400","2"
"31706",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8663,"20230526_092400","2"
"31710",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8251,"20230526_092400","2"
"31714",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8347,"20230526_093000","2"
"31716",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8184,"20230526_093600","2"
"31775",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9813,"20230526_110600","2"
"31776",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9752,"20230526_110600","2"
"31777",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9902,"20230526_110600","2"
"31778",33,36,"Troglodytes troglodytes","Eurasian Wren",0.941,"20230526_111200","2"
"31779",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9713,"20230526_111200","2"
"31782",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8961,"20230526_111800","2"
"31789",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8063,"20230526_113000","2"
"31790",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8149,"20230526_113000","2"
"31791",12,15,"Troglodytes troglodytes","Eurasian Wren",0.848,"20230526_113000","2"
"31793",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9432,"20230526_113000","2"
"31794",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9205,"20230526_113000","2"
"31795",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8942,"20230526_113000","2"
"31797",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9145,"20230526_113000","2"
"31846",42,45,"Erithacus rubecula","European Robin",0.8835,"20230526_130000","2"
"31892",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9676,"20230522_183000","3"
"31899",45,48,"Regulus ignicapilla","Common Firecrest",0.9901,"20230522_185400","3"
"31903",15,18,"Regulus ignicapilla","Common Firecrest",0.9622,"20230522_190000","3"
"31904",24,27,"Regulus ignicapilla","Common Firecrest",0.9228,"20230522_190000","3"
"31913",0,3,"Regulus ignicapilla","Common Firecrest",0.8062,"20230522_191200","3"
"31916",3,6,"Regulus ignicapilla","Common Firecrest",0.8144,"20230522_193000","3"
"32139",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8356,"20230523_063600","3"
"32140",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8683,"20230523_063600","3"
"32141",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8062,"20230523_063600","3"
"32171",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8436,"20230523_073000","3"
"32172",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9292,"20230523_073000","3"
"32175",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8162,"20230523_073000","3"
"32267",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8355,"20230523_085400","3"
"32477",30,33,"Erithacus rubecula","European Robin",0.88,"20230523_202400","3"
"32480",42,45,"Erithacus rubecula","European Robin",0.844,"20230523_202400","3"
"32657",18,21,"Troglodytes troglodytes","Eurasian Wren",0.82,"20230524_050000","3"
"32661",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8084,"20230524_050000","3"
"32694",15,18,"Turdus merula","Eurasian Blackbird",0.9165,"20230524_051200","3"
"32700",39,42,"Turdus merula","Eurasian Blackbird",0.8029,"20230524_051200","3"
"32745",27,30,"Turdus merula","Eurasian Blackbird",0.9162,"20230524_053600","3"
"32783",6,9,"Turdus merula","Eurasian Blackbird",0.8658,"20230524_060000","3"
"32789",27,30,"Turdus merula","Eurasian Blackbird",0.8218,"20230524_060000","3"
"32860",3,6,"Buteo buteo","Common Buzzard",0.8547,"20230524_063600","3"
"32875",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9888,"20230524_064200","3"
"32876",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9373,"20230524_064200","3"
"32877",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9932,"20230524_064200","3"
"32878",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9639,"20230524_064200","3"
"32879",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9922,"20230524_064200","3"
"32881",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9883,"20230524_064200","3"
"32882",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9928,"20230524_064200","3"
"32886",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9954,"20230524_064200","3"
"32887",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9616,"20230524_064200","3"
"32906",51,54,"Turdus merula","Eurasian Blackbird",0.9223,"20230524_064800","3"
"32923",0,3,"Troglodytes troglodytes","Eurasian Wren",0.981,"20230524_070000","3"
"32926",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9492,"20230524_070000","3"
"32927",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8683,"20230524_070000","3"
"32931",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8113,"20230524_070000","3"
"32932",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9246,"20230524_070000","3"
"32941",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9184,"20230524_070000","3"
"32947",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8247,"20230524_070000","3"
"32948",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9775,"20230524_070000","3"
"33043",51,54,"Certhia familiaris","Eurasian Treecreeper",0.8642,"20230524_080600","3"
"33087",6,9,"Turdus merula","Eurasian Blackbird",0.9013,"20230524_085400","3"
"33211",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9759,"20230524_102400","3"
"33297",6,9,"Turdus philomelos","Song Thrush",0.8912,"20230524_113600","3"
"33310",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9272,"20230524_114200","3"
"33311",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8757,"20230524_114200","3"
"33315",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8443,"20230524_114800","3"
"33317",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9466,"20230524_114800","3"
"33318",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9684,"20230524_114800","3"
"33323",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9368,"20230524_114800","3"
"33324",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8012,"20230524_114800","3"
"33325",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8839,"20230524_114800","3"
"33326",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8987,"20230524_114800","3"
"33331",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8718,"20230524_114800","3"
"33343",36,39,"Turdus philomelos","Song Thrush",0.8327,"20230524_115400","3"
"33354",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8155,"20230524_120600","3"
"33356",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8201,"20230524_120600","3"
"33357",24,27,"Troglodytes troglodytes","Eurasian Wren",0.8164,"20230524_120600","3"
"33359",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8608,"20230524_120600","3"
"33360",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8079,"20230524_120600","3"
"33391",30,33,"Turdus philomelos","Song Thrush",0.9694,"20230524_123600","3"
"33411",36,39,"Turdus philomelos","Song Thrush",0.9131,"20230524_125400","3"
"33416",6,9,"Turdus merula","Eurasian Blackbird",0.8513,"20230524_130000","3"
"33432",54,57,"Turdus merula","Eurasian Blackbird",0.8528,"20230524_130000","3"
"33502",15,18,"Erithacus rubecula","European Robin",0.8441,"20230524_135400","3"
"33521",0,3,"Turdus merula","Eurasian Blackbird",0.8665,"20230524_140600","3"
"33546",36,39,"Turdus merula","Eurasian Blackbird",0.9426,"20230524_142400","3"
"33569",0,3,"Turdus merula","Eurasian Blackbird",0.8478,"20230524_143600","3"
"33571",9,12,"Turdus merula","Eurasian Blackbird",0.9524,"20230524_143600","3"
"33575",27,30,"Turdus merula","Eurasian Blackbird",0.9424,"20230524_143600","3"
"33576",33,36,"Turdus merula","Eurasian Blackbird",0.8949,"20230524_143600","3"
"33579",51,54,"Turdus merula","Eurasian Blackbird",0.8427,"20230524_143600","3"
"33605",36,39,"Turdus merula","Eurasian Blackbird",0.8364,"20230524_151200","3"
"33621",24,27,"Erithacus rubecula","European Robin",0.9099,"20230524_153000","3"
"33719",48,51,"Erithacus rubecula","European Robin",0.9249,"20230524_172400","3"
"33763",51,54,"Erithacus rubecula","European Robin",0.8858,"20230524_180000","3"
"33821",27,30,"Erithacus rubecula","European Robin",0.8637,"20230524_191800","3"
"33888",57,60,"Turdus merula","Eurasian Blackbird",0.8217,"20230524_204800","3"
"33980",0,3,"Turdus merula","Eurasian Blackbird",0.874,"20230525_050600","3"
"34005",6,9,"Troglodytes troglodytes","Eurasian Wren",0.897,"20230525_051800","3"
"34008",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8041,"20230525_051800","3"
"34009",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9687,"20230525_051800","3"
"34014",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8891,"20230525_051800","3"
"34016",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8851,"20230525_051800","3"
"34018",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9492,"20230525_051800","3"
"34019",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9785,"20230525_052400","3"
"34022",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8766,"20230525_052400","3"
"34025",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9657,"20230525_052400","3"
"34028",36,39,"Troglodytes troglodytes","Eurasian Wren",0.922,"20230525_052400","3"
"34093",30,33,"Turdus merula","Eurasian Blackbird",0.9381,"20230525_061800","3"
"34106",0,3,"Turdus merula","Eurasian Blackbird",0.8843,"20230525_063000","3"
"34145",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8077,"20230525_070600","3"
"34150",33,36,"Troglodytes troglodytes","Eurasian Wren",0.811,"20230525_070600","3"
"34155",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9054,"20230525_070600","3"
"34159",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9607,"20230525_071200","3"
"34246",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9505,"20230525_091200","3"
"34247",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9063,"20230525_091200","3"
"34248",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9683,"20230525_091200","3"
"34249",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9211,"20230525_091200","3"
"34255",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9106,"20230525_091800","3"
"34257",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8563,"20230525_091800","3"
"34260",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8026,"20230525_091800","3"
"34280",0,3,"Troglodytes troglodytes","Eurasian Wren",0.952,"20230525_094200","3"
"34282",15,18,"Troglodytes troglodytes","Eurasian Wren",0.924,"20230525_094200","3"
"34285",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9781,"20230525_094200","3"
"34290",6,9,"Erithacus rubecula","European Robin",0.8393,"20230525_095400","3"
"34304",0,3,"Turdus merula","Eurasian Blackbird",0.8227,"20230525_100600","3"
"34307",45,48,"Turdus merula","Eurasian Blackbird",0.9379,"20230525_100600","3"
"34384",21,24,"Turdus merula","Eurasian Blackbird",0.949,"20230525_113600","3"
"34387",39,42,"Turdus merula","Eurasian Blackbird",0.9822,"20230525_113600","3"
"34533",27,30,"Aegithalos caudatus","Long-tailed Tit",0.927,"20230525_160600","3"
"34614",12,15,"Regulus ignicapilla","Common Firecrest",0.8246,"20230525_191800","3"
"34673",57,60,"Turdus merula","Eurasian Blackbird",0.8793,"20230525_194800","3"
"34722",18,21,"Turdus merula","Eurasian Blackbird",0.8679,"20230525_201200","3"
"34732",45,48,"Turdus merula","Eurasian Blackbird",0.9871,"20230525_201200","3"
"34741",15,18,"Turdus merula","Eurasian Blackbird",0.8526,"20230525_201800","3"
"34759",30,33,"Erithacus rubecula","European Robin",0.8441,"20230525_202400","3"
"34771",42,45,"Erithacus rubecula","European Robin",0.8905,"20230525_203000","3"
"34789",15,18,"Erithacus rubecula","European Robin",0.8555,"20230525_204200","3"
"34948",27,30,"Sitta europaea","Eurasian Nuthatch",0.8755,"20230526_050000","3"
"34981",30,33,"Erithacus rubecula","European Robin",0.8055,"20230526_051800","3"
"35021",15,18,"Turdus merula","Eurasian Blackbird",0.8556,"20230526_053600","3"
"35040",0,3,"Turdus merula","Eurasian Blackbird",0.8619,"20230526_054200","3"
"35059",57,60,"Turdus merula","Eurasian Blackbird",0.9253,"20230526_054200","3"
"35080",3,6,"Turdus merula","Eurasian Blackbird",0.8202,"20230526_055400","3"
"35082",9,12,"Turdus merula","Eurasian Blackbird",0.8674,"20230526_055400","3"
"35128",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9844,"20230526_063000","3"
"35129",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9914,"20230526_063000","3"
"35132",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9672,"20230526_063000","3"
"35133",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9654,"20230526_063000","3"
"35134",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9851,"20230526_063000","3"
"35136",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9401,"20230526_063000","3"
"35137",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9368,"20230526_063000","3"
"35138",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8967,"20230526_063000","3"
"35139",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9812,"20230526_063000","3"
"35140",36,39,"Troglodytes troglodytes","Eurasian Wren",0.833,"20230526_063000","3"
"35141",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9022,"20230526_063000","3"
"35142",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9871,"20230526_063000","3"
"35143",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9859,"20230526_063000","3"
"35145",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9784,"20230526_063000","3"
"35179",0,3,"Erithacus rubecula","European Robin",0.8048,"20230526_065400","3"
"35183",12,15,"Erithacus rubecula","European Robin",0.9092,"20230526_065400","3"
"35217",36,39,"Dendrocoptes medius","Middle Spotted Woodpecker",0.8659,"20230526_073000","3"
"35283",0,3,"Turdus merula","Eurasian Blackbird",0.8928,"20230526_081800","3"
